,name,citation_pmid,prop_id,citation_type,citation_source,citation_authors,citation_pubdate,citation_comment,citation_url,citation_desc
621,,8945789,,CT2,PubMed API,"Wilson TD, Houston CE, Etling KM, Brekke N",1996 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8945789&retmode=ref&cmd=prlinks,A new look at anchoring effects: basic anchoring and its antecedents.
622,,9836628,,CT2,PubMed API,"Tononi G, Edelman GM",1998 Dec 4,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9836628&retmode=ref&cmd=prlinks,Consciousness and complexity.
623,,6669451,,CT2,PubMed API,Navon D,1983,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=6669451&retmode=ref&cmd=prlinks,How many trees does it take to make a forest?
624,,,,CTM,Manual,"Cummins, J",1976-06,10.1080/00207597608247350,,Cognitive basis of Uznadze illusion
625,,5482024,,CT2,PubMed API,Lewis JL,1970 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=5482024&retmode=ref&cmd=prlinks,Semantic processing of unattended messages using dichotic listening.
626,,15238433,,CT2,PubMed API,"Bunge SA, Wendelken C, Badre D, Wagner AD",2005 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15238433&retmode=ref&cmd=prlinks,Analogical reasoning and prefrontal cortex: evidence for separable retrieval and integration mechanisms.
627,,20625094,,CT2,PubMed API,"Dreyfus DM, Roe CM, Morris JC",2010 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20625094&retmode=ref&cmd=prlinks,Autobiographical memory task in assessing dementia.
628,,14998701,,CT2,PubMed API,"Debaere F, Wenderoth N, Sunaert S, Van Hecke P, Swinnen SP",2004,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14998701&retmode=ref&cmd=prlinks,Changes in brain activation during the acquisition of a new bimanual coodination task.
629,,11553776,,CT2,PubMed API,"Vaina LM, Solomon J, Chowdhury S, Sinha P, Belliveau JW",2001 Sep 25,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11553776&retmode=ref&cmd=prlinks,Functional neuroanatomy of biological motion perception in humans.
630,,,,CTM,Manual,"Nenty, H.J., and Dinero, T.E.",1981,http://conservancy.umn.edu/bitstream/100409/1/v05n3p355.pdf,,A Cross-Cultural Analysis of the Fairness of the Cattell Culture Fair Intelligence Test Using the Rasch Model
631,,10923062,,CT2,PubMed API,"Lee TM, Chan CC",2000 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10923062&retmode=ref&cmd=prlinks,Are trail making and color trails tests of equivalent constructs?
632,,20565212,,CT2,PubMed API,"Lewandowsky S, Geiger SM, Morrell DB, Oberauer K",2010 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20565212&retmode=ref&cmd=prlinks,Turning simple span into complex span: Time for decay or interference from distractors?
633,,9679076,,CT2,PubMed API,"Chun MM, Jiang Y",1998 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9679076&retmode=ref&cmd=prlinks,Contextual cueing: implicit learning and memory of visual context guides spatial attention.
634,,17690338,,CT2,PubMed API,"Greene AJ, Gross WL, Elsinger CL, Rao SM",2007 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17690338&retmode=ref&cmd=prlinks,Hippocampal differentiation without recognition: an fMRI analysis of the contextual cueing task.
635,,14666393,,CT2,PubMed API,"Hayward G, Goodwin GM, Harmer CJ",2004 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14666393&retmode=ref&cmd=prlinks,The role of the anterior cingulate cortex in the counting Stroop task.
636,,11320435,,CT2,PubMed API,"Lee TM, Cheung CC, Chan JK, Chan CC",2000 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11320435&retmode=ref&cmd=prlinks,Trail making across languages.
637,,7707033,,CT2,PubMed API,"Bentin S, Kutas M, Hillyard SA",1995 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7707033&retmode=ref&cmd=prlinks,Semantic processing and memory for attended and unattended words in dichotic listening: behavioral and electrophysiological evidence.
638,,12062883,,CT2,PubMed API,"Swann AC, Bjork JM, Moeller FG, Dougherty DM",2002 Jun 15,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12062883&retmode=ref&cmd=prlinks,Two models of impulsivity: relationship to personality traits and psychopathology.
639,,10391468,,CT2,PubMed API,"Suri RE, Schultz W",1999,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10391468&retmode=ref&cmd=prlinks,A neural network model with dopamine-like reinforcement signal that learns a spatial delayed response task.
640,,,,CTM,Manual,"Pascualvaca, D.M., Anthony, B.J., Arnold, L.E., Rebok, G.W., Ahearn, M.B., Kellam, S.G., Mirsky, A.F.",1997-04-01,ISSN: 09297049,,Attention Performance in an Epidermiological Sample of Urban Children: The Role of Gender and Verbal Intelligence
641,,10708826,,CT2,PubMed API,"Power MJ, Dalgleish T, Claudio V, Tata P, Kentish J",2000 Jan-Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10708826&retmode=ref&cmd=prlinks,The directed forgetting task: application to emotionally valent material.
642,,15487596,,CT2,PubMed API,"Sheinkopf SJ, Mundy P, Claussen AH, Willoughby J",2004 Spring,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15487596&retmode=ref&cmd=prlinks,Infant joint attention skill and preschool behavioral outcomes in at-risk children.
643,,9345493,,CT2,PubMed API,"Clark VP, Keil K, Maisog JM, Courtney S, Ungerleider LG, Haxby JV",1996 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9345493&retmode=ref&cmd=prlinks,Functional magnetic resonance imaging of human visual cortex during face matching: a comparison with positron emission tomography.
644,,16520329,,CT2,PubMed API,"Bokde AL, Lopez-Bayo P, Meindl T, Pechler S, Born C, Faltraco F, Teipel SJ, M̦ller HJ, Hampel H",2006 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16520329&retmode=ref&cmd=prlinks,Functional connectivity of the fusiform gyrus during a face-matching task in subjects with mild cognitive impairment.
645,,514759,,CT2,PubMed API,"Salmoni AW, McIlwain JS",1979 Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=514759&retmode=ref&cmd=prlinks,"Fitts&#39; reciprocal tapping task, a measure of motor capacity?"
646,,21987931,,CT2,PubMed API,"Chiu TT, Lin CL, Young KY, Lin CT, Hsu SH, Yang BS, Huang ZR",2011 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21987931&retmode=ref&cmd=prlinks,A study of Fitts&#39; law on goal-directed aiming task with moving targets.
647,,12419500,,CT2,PubMed API,"Bootsma RJ, Boulard M, Fernandez L, Mottet D",2002 Nov 22,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12419500&retmode=ref&cmd=prlinks,Informational constraints in human precision aiming.
648,,8323731,,CT2,PubMed API,"Jennings JM, Jacoby LL",1993 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8323731&retmode=ref&cmd=prlinks,"Automatic versus intentional uses of memory: aging, attention, and control."
649,,10980256,,CT2,PubMed API,"Bloom P, German TP",2000 Oct 16,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10980256&retmode=ref&cmd=prlinks,Two reasons to abandon the false belief task as a test of theory of mind.
650,,10218261,,CT2,PubMed API,"Call J, Tomasello M",1999 Mar-Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10218261&retmode=ref&cmd=prlinks,A nonverbal false belief task: the performance of children and great apes.
651,,16315273,,CT2,PubMed API,"Pariente J, Cole S, Henson R, Clare L, Kennedy A, Rossor M, Cipoloti L, Puel M, Demonet JF, Chollet F, Frackowiak RS",2005 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16315273&retmode=ref&cmd=prlinks,Alzheimer&#39;s patients engage an alternative network during a memory task.
652,,9121584,,CT2,PubMed API,"Courtney SM, Ungerleider LG, Keil K, Haxby JV",1997 Apr 10,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9121584&retmode=ref&cmd=prlinks,Transient and sustained activity in a distributed neural system for human working memory.
653,,4034350,,CT2,PubMed API,McCready D,1985 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=4034350&retmode=ref&cmd=prlinks,"On size, distance, and visual angle perception."
654,,11104123,,CT2,PubMed API,"Harris LR, Jenkin M, Zikovitz DC",2000 Nov,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11104123&retmode=ref&cmd=prlinks,Visual and non-visual cues in the perception of linear self-motion.
655,,1594434,,CT2,PubMed API,"Warren WH, Kurtz KJ",1992 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1594434&retmode=ref&cmd=prlinks,The role of central and peripheral vision in perceiving the direction of self-motion.
656,,15005651,,CT2,PubMed API,"Reddy L, Wilken P, Koch C",2004 Mar 2,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15005651&retmode=ref&cmd=prlinks,Face-gender discrimination is possible in the near-absence of attention.
657,,11729027,,CT2,PubMed API,"Danion JM, Gokalsing E, Robert P, Massin-Krauss M, Bacon E",2001 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11729027&retmode=ref&cmd=prlinks,Defective relationship between subjective experience and behavior in schizophrenia.
658,,10085543,,CT2,PubMed API,"Ellis J, Kvavilashvili L, Milne A",1999 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10085543&retmode=ref&cmd=prlinks,Experimental tests of prospective remembering: the influence of cue-event frequency on performance.
659,,9699305,,CT2,PubMed API,"Senkfor AJ, Van Petten C",1998 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9699305&retmode=ref&cmd=prlinks,Who said what? An event-related potential investigation of source and item memory.
660,,15390152,,CT2,PubMed API,"Holdstock JS, Mayes AR, Gong QY, Roberts N, Kapur N",2005,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15390152&retmode=ref&cmd=prlinks,Item recognition is less impaired than recall and associative recognition in a patient with selective hippocampal damage.
661,,10934914,,CT2,PubMed API,"Van Petten C, Senkfor AJ, Newberg WM",2000 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10934914&retmode=ref&cmd=prlinks,Memory for drawings in locations: spatial source memory and event-related potentials.
662,,17295197,,CT2,PubMed API,"Wareing M, Fisk JE, Montgomery C, Murphy PN, Chandler MD",2007 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17295197&retmode=ref&cmd=prlinks,Information processing speed in ecstasy (MDMA) users.
663,,19744935,,CT2,PubMed API,"Dudukovic NM, Dubrow S, Wagner AD",2009 Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19744935&retmode=ref&cmd=prlinks,Attention during memory retrieval enhances future remembering.
664,,20089812,,CT2,PubMed API,"Machizawa MG, Kalla R, Walsh V, Otten LJ",2010 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20089812&retmode=ref&cmd=prlinks,The time course of ventrolateral prefrontal cortex involvement in memory formation.
665,,8134340,,CT2,PubMed API,"Kapur S, Craik FI, Tulving E, Wilson AA, Houle S, Brown GM",1994 Mar 15,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8134340&retmode=ref&cmd=prlinks,Neuroanatomical correlates of encoding in episodic memory: levels of processing effect.
666,,9718589,,CT2,PubMed API,Morgan MJ,1998 Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9718589&retmode=ref&cmd=prlinks,Recreational use of 
667,,,,CTM,Manual,"Block, J., Block, J.H., Harrington, D.M.",1974-09-01,,,Some Misgivings about the Matching Familiar Figures Test as a Measure of Reflection-Impulsivity
668,,14973318,,CT2,PubMed API,"Ostendorf F, Finke C, Ploner CJ",2004 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14973318&retmode=ref&cmd=prlinks,Inhibition of visual discrimination during a memory-guided saccade task.
669,,19015112,,CT2,PubMed API,"Hooker CI, Verosky SC, Germine LT, Knight RT, D&#39;Esposito M",2008 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19015112&retmode=ref&cmd=prlinks,Mentalizing about emotion and its relationship to empathy.
670,,8136066,,CT2,PubMed API,"Gabrieli JD, Corkin S, Mickel SF, Growdon JH",1993 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8136066&retmode=ref&cmd=prlinks,Intact acquisition and long-term retention of mirror-tracing skill in Alzheimer&#39;s disease and in global amnesia.
671,,12880920,,CT2,PubMed API,"Ofen-Noy N, Dudai Y, Karni A",2003 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12880920&retmode=ref&cmd=prlinks,Skill learning in mirror reading: how repetition determines acquisition.
672,,6471907,,CT2,PubMed API,Morris R,1984 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=6471907&retmode=ref&cmd=prlinks,Developments of a water-maze procedure for studying spatial learning in the rat.
673,,11516773,,CT2,PubMed API,"D&#39;Hooge R, De Deyn PP",2001 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11516773&retmode=ref&cmd=prlinks,Applications of the Morris water maze in the study of learning and memory.
674,,8467349,,CT2,PubMed API,"McNamara RK, Skelton RW",1993 Jan-Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8467349&retmode=ref&cmd=prlinks,The neuropharmacological and neurochemical basis of place learning in the Morris water maze.
675,,7644605,,CT2,PubMed API,"May CP, Kane MJ, Hasher L",1995 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7644605&retmode=ref&cmd=prlinks,Determinants of negative priming.
676,,9771635,,CT2,PubMed API,"Dollaghan C, Campbell TF",1998 Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9771635&retmode=ref&cmd=prlinks,Nonword repetition and child language impairment.
677,,18813345,,CT2,PubMed API,"Vetter P, Butterworth B, Bahrami B",2008 Sep 24,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18813345&retmode=ref&cmd=prlinks,Modulating attentional load affects numerosity estimation: evidence against a pre-attentive subitizing mechanism.
678,,1806909,,CT2,PubMed API,Ginsburg N,1991,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1806909&retmode=ref&cmd=prlinks,Numerosity estimation as a function of stimulus organization.
679,,9510382,,CT2,PubMed API,"Freedman M, Black S, Ebert P, Binns M",1998 Jan-Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9510382&retmode=ref&cmd=prlinks,"Orbitofrontal function, object alternation and perseveration."
680,,18599003,,CT2,PubMed API,"Catling JC, Dent K, Williamson S",2008 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18599003&retmode=ref&cmd=prlinks,"Age of acquisition, not word frequency affects object recognition: evidence from the effects of visual degradation."
681,,16738055,,CT2,PubMed API,"Crone EA, Wendelken C, Donohue S, van Leijenhorst L, Bunge SA",2006 Jun 13,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16738055&retmode=ref&cmd=prlinks,Neurocognitive development of the ability to manipulate information in working memory.
682,,17546746,,CT2,PubMed API,"Hyun JS, Luck SJ",2007 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17546746&retmode=ref&cmd=prlinks,Visual working memory as the substrate for mental rotation.
683,,17963090,,CT2,PubMed API,"Friedman D, Nessler D, Johnson R Jr, Ritter W, Bersick M",2008 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17963090&retmode=ref&cmd=prlinks,Age-related changes in executive function: an event-related potential (ERP) investigation of task-switching.
684,,16290063,,CT2,PubMed API,Tombaugh TN,2006 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16290063&retmode=ref&cmd=prlinks,A comprehensive review of the Paced Auditory Serial Addition Test (PASAT).
685,,11789429,,CT2,PubMed API,Fias W,2001 Nov,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11789429&retmode=ref&cmd=prlinks,Two routes for the processing of verbal numbers: evidence from the SNARC effect.
686,,15114900,,CT2,PubMed API,"Reynvoet B, Brysbaert M",2004,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15114900&retmode=ref&cmd=prlinks,Cross-notation number priming investigated at different stimulus onset asynchronies in parity and naming tasks.
687,,8670672,,CT2,PubMed API,"Muir JL, Everitt BJ, Robbins TW",1996 May-Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8670672&retmode=ref&cmd=prlinks,"The cerebral cortex of the rat and visual attentional function: dissociable effects of mediofrontal, cingulate, anterior dorsolateral, and parietal cortex lesions on a five-choice serial reaction time task."
688,,17201361,,CT2,PubMed API,"Lustig C, Hasher L, Tonev ST",2006 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17201361&retmode=ref&cmd=prlinks,Distraction as a determinant of processing speed.
689,,,,CTM,Manual,"Salthouse TA, Babcock RL",1991-09,established the pattern comparison task,,Decomposing Adult Age Differences in Working Memory
690,,,,CTM,Manual,"VanBon WHJ, VanderPijl JML",1997-03,,,Effects of word length and wordlikeness on pseudoword repetition by poor and normal readers
691,,19293396,,CT2,PubMed API,"Grogan A, Green DW, Ali N, Crinion JT, Price CJ",2009 Nov,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19293396&retmode=ref&cmd=prlinks,Structural correlates of semantic and phonemic fluency ability in first and second languages.
692,,7650102,,CT2,PubMed API,"Graf P, Uttl B, Tuokko H",1995 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7650102&retmode=ref&cmd=prlinks,Color- and picture-word Stroop tests: performance changes in old age.
693,,18038355,,CT2,PubMed API,"Zhang Y, Han B, Verhaeghen P, Nilsson LG",2007 Nov,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18038355&retmode=ref&cmd=prlinks,"Executive functioning in older adults with mild cognitive impairment: MCI has effects on planning, but not on inhibition."
694,,12040063,,CT2,PubMed API,"Cools R, Clark L, Owen AM, Robbins TW",2002 Jun 1,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12040063&retmode=ref&cmd=prlinks,Defining the neural mechanisms of probabilistic reversal learning using event-related functional magnetic resonance imaging.
695,,11315657,,CT2,PubMed API,"Kliegel M, Martin M, McDaniel MA, Einstein GO",2001 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11315657&retmode=ref&cmd=prlinks,Varying the importance of a prospective memory task: differential effects across time- and event-based prospective memory.
